city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
Агафонково;52768;Пермский;22;Суксунский;5902300000200;0
Глиньково;57460;Московская;9;Воскресенский;5000400002000;-1
Эртель;48378;Воронежская;63;Верхнехавский;3600800006900;0
Сержень-Юрт;44085;Чеченская;71;Шалинский;2001200000900;0
Звездный;33238;Иркутская;4;Усть-Кутский;3802300000900;0
Сумки;43291;Курганская;28;Половинский;4501600003100;0
Балабаново;1917;Калужская;33;Боровский;4000400200000;-1
Лужники;17266;Московская;9;Ступино;5000005416000;-1
Кругловка;50115;Волгоградская;40;Нехаевский;3401900000900;0
Абрамовка;46198;Ульяновская;70;Майнский;7300800000200;0
Бруснятское;43828;Свердловская;24;Белоярский;6600700001200;-1
"Ясная Поляна";47254;Орловская;36;Урицкий;5702200001700;-1
Ножовка;52753;Пермский;22;Частинский;5902600000700;0
Тюльди;44699;Башкортостан;27;Калтасинский;0202700003700;0
Поляны;60019;Московская;9;Лотошинский;5001500009100;-1
Губина;55504;Тюменская;52;Упоровский;7201900004900;0
Лукьяново;42262;Московская;9;Серпуховский;5003200009200;-1
Петровская;55338;Псковская;30;Опочецкий;6001300005700;0
Иннокентьевка;40061;Хабаровский;14;Нанайский;2701100001100;0
Заборье;50506;Костромская;42;Островский;4401500003200;0
Пролетарский;44853;Краснодарский;7;Кореновский;2301500000500;-1
Кокошкино;55132;Тверская;50;Ржевский;6902700015600;0
Удачное;38836;Крым;90;Красногвардейский;9100500008600;-1
Барсуки;47777;Калужская;33;Дзержинский;4000600000200;0
Сивяково;62836;Забайкальский;49;Читинский;7500100005200;0
Лунево;15356;Московская;9;Солнечногорский;5003300007100;-1
Дружино;972;Омская;15;Омский;5502100001900;-1
Луговка;30297;Белгородская;16;Грайворонский;3100700002300;0
Успеновка;51180;Амурская;56;Бурейский;2800400001900;-1
Елатомка;53835;Оренбургская;5;Бугурусланский;5600300002200;0
Львовка;57062;Самарская;57;Шигонский;6302700002800;-1
Александровка;63187;Нижегородская;67;Дальнеконстантиновский;5202100000400;-1
Виноградное;14403;Краснодарский;7;Геленджик;2300000300600;-1
Ковали;40030;"Чувашская Республика -";64;Урмарский;2101500001600;0
Крылово;44232;Калининградская;38;Правдинский;3901200011800;0
Лопазна;44744;Брянская;29;Суражский;3202500006400;0
Раздолье;34884;Ленинградская;26;Приозерский;4701500002100;-1
Киндяково;57966;Московская;9;Дмитровский;5000500018400;-1
Волосово-Звягино;61476;Калужская;33;Козельский;4001200002900;0
Александровка;51338;Алтайский;2;"Немецкий Национальный";2203000000200;-1
Ланьшино;58785;Московская;9;Серпуховский;5003200008400;-1
Леонтьевка;48619;Красноярский;13;Тюхтетский;2403900001300;0
Октябрьский;54218;Удмуртская;48;Сарапульский;1801900010600;0
Уразовка;1910;Нижегородская;67;Краснооктябрьский;5202600000100;0
Шатура;489;Московская;9;Шатура;5000005100000;-1
Бураковский;24579;Краснодарский;7;Кореновский;2301500000800;-1
Покровка;42326;Омская;15;Называевский;5501600005100;0
Трошково;31157;Московская;9;Раменский;5002800021600;-1
Оловянная;13062;Забайкальский;49;Оловяннинский;7501700000100;0
Брыково;56240;Московская;9;Истринский;5000900053200;-1
Шаблыкино;61008;Московская;9;Истринский;5000900066300;-1
Рождествено;53335;Тульская;37;Заокский;7101100010600;0
Мергусово;58950;Московская;9;Сергиево-Посадский;5003000015200;-1
Артемовец;58370;Ростовская;45;Шахты;6100001206200;-1
Арамашка;51635;Свердловская;24;Режевской;6602100000200;-1
Русаново;48488;Курская;62;Черемисиновский;4602700006900;0
Родники;55159;Красноярский;13;Шарыповский;2404200003200;0
Починок;46746;Вологодская;51;Череповецкий;3502500600800;0
Новопятницкое;49592;Красноярский;13;Уярский;2404100000700;-1
Ширино;61061;Московская;9;Можайский;5001800031600;-1
Перелазовский;32196;Волгоградская;40;Клетский;3401300003600;-1
Керро;35095;Ленинградская;26;Всеволожский;4700500003900;-1
Заолешенка;31088;Курская;62;Суджанский;4602300001100;-1
Лукьянцево;22947;Владимирская;17;Александровский;3300200005300;0
"Новые Бобовичи";48235;Брянская;29;Новозыбковский;3201800004300;0
Струково;23749;Псковская;30;Псковский;6002500077400;-1
Иловай-Рождественское;56562;Тамбовская;58;Первомайский;6801400002000;-1
Богородское;16136;Московская;9;Сергиево-Посадский;5003000002700;-1
Александрия;42459;Ставропольский;19;Благодарненский;2600600000200;-1
Русавкино-Романово;46405;Московская;9;Балашиха;5000003601700;-1
Новоселье;2701;Ленинградская;26;Ломоносовский;4701200001500;-1
Светлая;50268;Приморский;18;Тернейский;2501800001000;0
Пасечное;39335;Крым;90;Белогорский;9100200008200;-1
Косилово;17045;Белгородская;16;Грайворонский;3100700002100;0
